"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar que se pueda agregar dos productos de la categoria amor","Agregar productos de la categoria amor","SUCCESS","2023-10-27T14:54:52.0208507-05:00[America/Bogota]","0.0","54.1"
