"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar que se pueda agregar y eliminar un producto de la categoria cumpleaños","Agregar y eliminar un producto de la categoria cumpleaños","SUCCESS","2023-10-27T15:23:33.6579549-05:00[America/Bogota]","0.0","24.74"
